FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,fips,LaborForce_CurrentMonth,LaborForce_01Month,LaborForce_02Month,LaborForce_03Month,LaborForce_04Month,LaborForce_05Month,LaborForce_06Month,LaborForce_07Month,LaborForce_08Month,LaborForce_09Month,LaborForce_10Month,LaborForce_11Month,LaborForce_12Month,LaborForce_13Month,Employed_CurrentMonth,Employed_01Month,Employed_02Month,Employed_03Month,Employed_04Month,Employed_05Month,Employed_06Month,Employed_07Month,Employed_08Month,Employed_09Month,Employed_10Month,Employed_11Month,Employed_12Month,Employed_13Month,Unemployed_CurrentMonth,Unemployed_01Month,Unemployed_02Month,Unemployed_03Month,Unemployed_04Month,Unemployed_05Month,Unemployed_06Month,Unemployed_07Month,Unemployed_08Month,Unemployed_09Month,Unemployed_10Month,Unemployed_11Month,Unemployed_12Month,Unemployed_13Month,PctUnemployed_CurrentMonth,PctUnemployed_01Month,PctUnemployed_02Month,PctUnemployed_03Month,PctUnemployed_04Month,PctUnemployed_05Month,PctUnemployed_06Month,PctUnemployed_07Month,PctUnemployed_08Month,PctUnemployed_09Month,PctUnemployed_10Month,PctUnemployed_11Month,PctUnemployed_12Month,PctUnemployed_13Month,CurrentMonth,P01Month,P02Month,P03Month,P04Month,P05Month,P06Month,P07Month,P08Month,P09Month,P10Month,P11Month,P12Month,P13Month,SHAPE_Length,SHAPE_Area
2792,01448029,49031,1964345824,20285697,Piute County,Utah,49031,485,479,472,475,483,493,491,463,471,491,495,484,486,479,449,450,446,452,462,474,472,441,451,468,473,463,461,451,36,29,26,23,21,19,19,22,20,23,22,21,25,28,7.4,6.1,5.5,4.8,4.3,3.9,3.9,4.8,4.2,4.7,4.4,4.3,5.1,5.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.4050081380175,0.204497940334389
2793,01448030,49033,2664700960,149106532,Rich County,Utah,49033,1003,959,927,973,1027,1120,1298,1529,1562,1446,1193,1062,977,931,948,911,880,938,995,1090,1272,1499,1530,1411,1160,1025,934,882,55,48,47,35,32,30,26,30,32,35,33,37,43,49,5.5,5,5.1,3.6,3.1,2.7,2,2,2,2.4,2.8,3.5,4.4,5.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.06082137881711,0.304043104437132
2794,01448031,49035,1921943552,164903045,Salt Lake County,Utah,49035,639212,645226,644743,645033,644632,640368,637283,641093,642182,638198,631449,626003,624262,624913,615288,627701,627767,631786,631537,627077,623667,624581,625576,619745,615461,609598,605680,606139,23924,17525,16976,13247,13095,13291,13616,16512,16606,18453,15988,16405,18582,18774,3.7,2.7,2.6,2.1,2,2.1,2.1,2.6,2.6,2.9,2.5,2.6,3,3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.43492171523405,0.22224598524822
2795,01448032,49037,20253296804,293696059,San Juan County,Utah,49037,5758,5594,5472,5431,5563,5778,5881,5900,5773,6090,5959,5696,5683,5505,5253,5182,5033,5136,5326,5567,5667,5648,5503,5799,5714,5431,5318,5119,505,412,439,295,237,211,214,252,270,291,245,265,365,386,8.8,7.4,8,5.4,4.3,3.7,3.6,4.3,4.7,4.8,4.1,4.7,6.4,7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,8.70392531858894,2.09716515344727
2796,01448033,49039,4117901464,32049371,Sanpete County,Utah,49039,12580,12457,12438,12349,12438,12585,12471,12149,12151,12750,12595,12673,12733,12457,11999,12005,11988,12002,12123,12270,12160,11758,11714,12260,12216,12285,12265,11969,581,452,450,347,315,315,311,391,437,490,379,388,468,488,4.6,3.6,3.6,2.8,2.5,2.5,2.5,3.2,3.6,3.8,3,3.1,3.7,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.23839794857902,0.433796210796294
2797,01448034,49041,4948000018,20260738,Sevier County,Utah,49041,9786,9699,9614,9619,9686,9751,9733,9744,9761,9947,9783,9729,9788,9639,9302,9328,9245,9353,9463,9531,9515,9473,9448,9602,9512,9425,9410,9245,484,371,369,266,223,220,218,271,313,345,271,304,378,394,4.9,3.8,3.8,2.8,2.3,2.3,2.2,2.8,3.2,3.5,2.8,3.1,3.9,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.57675070929852,0.514820903490267
2798,01448035,49043,4844777278,26617166,Summit County,Utah,49043,26764,27281,27724,26909,24657,23854,23979,24793,24963,24358,23268,23492,26512,26889,25902,26684,27137,26434,24089,23303,23486,24206,24367,23638,22497,22794,25866,26235,862,597,587,475,568,551,493,587,596,720,771,698,646,654,3.2,2.2,2.1,1.8,2.3,2.3,2.1,2.4,2.4,3,3.3,3,2.4,2.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,5.12900734252708,0.520343030790671
2799,01448036,49045,17979556883,891073714,Tooele County,Utah,49045,34253,34536,34539,34574,34496,34249,34088,34298,34418,34212,33788,33512,33494,33514,32863,33522,33523,33758,33722,33443,33257,33284,33358,33071,32844,32558,32352,32363,1390,1014,1016,816,774,806,831,1014,1060,1141,944,954,1142,1151,4.1,2.9,2.9,2.4,2.2,2.4,2.4,3,3.1,3.3,2.8,2.8,3.4,3.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,6.10917260046585,2.00326901093381
2800,01448037,49047,11609319514,56115726,Uintah County,Utah,49047,13563,13494,13632,13551,13615,13634,13653,13828,13903,14027,13696,13587,13609,13486,12563,12728,12896,12979,13100,13151,13178,13268,13310,13365,13172,13041,12966,12847,1000,766,736,572,515,483,475,560,593,662,524,546,643,639,7.4,5.7,5.4,4.2,3.8,3.5,3.5,4,4.3,4.7,3.8,4,4.7,4.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,5.39530066141008,1.23256276400679
2801,01448038,49049,5190511352,363000373,Utah County,Utah,49049,312794,315559,312288,313739,314426,313159,310720,306532,305084,305224,303124,305180,305785,305745,302084,307596,304402,307545,308533,307087,304539,298885,297162,296591,295836,297907,297314,297112,10710,7963,7886,6194,5893,6072,6181,7647,7922,8633,7288,7273,8471,8633,3.4,2.5,2.5,2,1.9,1.9,2,2.5,2.6,2.8,2.4,2.4,2.8,2.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,5.10619226199688,0.586729304889638
2802,01448039,49051,3048454179,79128329,Wasatch County,Utah,49051,16483,16670,17052,16791,16417,16154,16127,16509,16493,16343,15793,15395,15772,15938,15833,16206,16609,16413,16033,15778,15768,16071,16050,15839,15315,14944,15288,15453,650,464,443,378,384,376,359,438,443,504,478,451,484,485,3.9,2.8,2.6,2.3,2.3,2.3,2.2,2.7,2.7,3.1,3,2.9,3.1,3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.38383787637764,0.331443422436349
2803,01448040,49053,6287037025,7781671,Washington County,Utah,49053,77862,77990,76741,76389,77464,77355,77038,77311,76101,75145,75961,75564,75225,75008,74593,75345,74114,74466,75633,75516,75109,74913,73700,72576,73839,73339,72777,72381,3269,2645,2627,1923,1831,1839,1929,2398,2401,2569,2122,2225,2448,2627,4.2,3.4,3.4,2.5,2.4,2.4,2.5,3.1,3.2,3.4,2.8,2.9,3.3,3.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.5914012984666,0.639565864766618
2804,01448041,49055,6374011496,15049641,Wayne County,Utah,49055,1449,1355,1263,1305,1358,1463,1494,1510,1500,1534,1484,1460,1349,1278,1285,1211,1115,1193,1292,1422,1450,1460,1448,1470,1426,1395,1253,1149,164,144,148,112,66,41,44,50,52,64,58,65,96,129,11.3,10.6,11.7,8.6,4.9,2.8,2.9,3.3,3.5,4.2,3.9,4.5,7.1,10.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,4.90492013453829,0.658223857593491
2805,01448042,49057,1492536927,216443479,Weber County,Utah,49057,128342,129288,128559,128336,128437,128164,127547,128434,129321,128320,127352,126223,125833,125683,122905,125196,124643,125299,125656,125332,124577,124755,125539,124268,123875,122540,121538,121232,5437,4092,3916,3037,2781,2832,2970,3679,3782,4052,3477,3683,4295,4451,4.2,3.2,3,2.4,2.2,2.2,2.3,2.9,2.9,3.2,2.7,2.9,3.4,3.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.97472739407294,0.183647973956836
2806,01461757,50001,1984780267,107303387,Addison County,Vermont,50001,20241,20084,20207,20180,20414,20436,20394,20899,21189,21024,20690,20438,20397,20345,19528,19542,19605,19752,19984,20111,19930,20439,20700,20520,20266,19982,19841,19772,713,542,602,428,430,325,464,460,489,504,424,456,556,573,3.5,2.7,3,2.1,2.1,1.6,2.3,2.2,2.3,2.4,2,2.2,2.7,2.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.41350294230879,0.234873388494913
2807,01461758,50003,1748232505,6928230,Bennington County,Vermont,50003,17914,17785,17952,17892,17737,17678,17564,18002,18365,18304,18110,17995,18507,18280,17175,17222,17304,17370,17176,17294,17076,17494,17839,17768,17613,17451,17943,17669,739,563,648,522,561,384,488,508,526,536,497,544,564,611,4.1,3.2,3.6,2.9,3.2,2.2,2.8,2.8,2.9,2.9,2.7,3,3,3.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.22207667675873,0.193867330639746
2808,01461759,50005,1680952571,22385533,Caledonia County,Vermont,50005,14273,14159,14264,14234,14332,14452,14464,14580,14809,14722,14529,14383,14430,14243,13636,13644,13662,13864,13979,14159,14090,14176,14396,14278,14181,13893,13910,13699,637,515,602,370,353,293,374,404,413,444,348,490,520,544,4.5,3.6,4.2,2.6,2.5,2,2.6,2.8,2.8,3,2.4,3.4,3.6,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.78474949083023,0.192625798063413
2809,01461760,50007,1389750174,214227544,Chittenden County,Vermont,50007,95053,94628,94012,94900,96047,96471,96689,97787,97751,97588,96087,96144,96044,96406,92693,92935,92082,93396,94355,95136,94783,95943,95840,95495,94418,94627,94263,94741,2360,1693,1930,1504,1692,1335,1906,1844,1911,2093,1669,1517,1781,1665,2.5,1.8,2.1,1.6,1.8,1.4,2,1.9,2,2.1,1.7,1.6,1.9,1.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.14186102863723,0.181377897018901
2810,01461761,50009,1718713996,28676219,Essex County,Vermont,50009,2674,2632,2671,2631,2644,2648,2668,2716,2745,2761,2687,2669,2686,2651,2523,2517,2540,2549,2570,2597,2588,2633,2661,2684,2615,2567,2575,2540,151,115,131,82,74,51,80,83,84,77,72,102,111,111,5.6,4.4,4.9,3.1,2.8,1.9,3,3.1,3.1,2.8,2.7,3.8,4.1,4.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.99893677283263,0.198464696060242
2811,01461762,50011,1642369811,150194261,Franklin County,Vermont,50011,26893,26769,26667,26804,27062,27195,27116,27444,27573,27837,27417,27405,27352,27390,25991,26053,25892,26240,26484,26748,26531,26769,26882,27222,26900,26735,26592,26619,902,716,775,564,578,447,585,675,691,615,517,670,760,771,3.4,2.7,2.9,2.1,2.1,1.6,2.2,2.5,2.5,2.2,1.9,2.4,2.8,2.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.07872602412003,0.204022942658544
2812,01461763,50013,211881634,292317316,Grand Isle County,Vermont,50013,4031,3996,3981,4013,4042,4020,4013,4077,4070,4043,3990,4047,4061,4095,3841,3853,3817,3871,3910,3942,3928,3975,3972,3958,3912,3921,3906,3926,190,143,164,142,132,78,85,102,98,85,78,126,155,169,4.7,3.6,4.1,3.5,3.3,1.9,2.1,2.5,2.4,2.1,2,3.1,3.8,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.34180688897439,0.0573261030032402
2813,01461764,50015,1188468700,12662636,Lamoille County,Vermont,50015,13927,13887,13937,13782,13692,13814,13765,13917,14067,14023,13815,13774,14054,13962,13256,13370,13354,13398,13284,13520,13402,13574,13706,13622,13404,13204,13497,13428,671,517,583,384,408,294,363,343,361,401,411,570,557,534,4.8,3.7,4.2,2.8,3,2.1,2.6,2.5,2.6,2.9,3,4.1,4,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.78919249469051,0.136157195673891
2814,01461765,50017,1779395566,12010320,Orange County,Vermont,50017,15853,15723,15834,15724,15814,15781,15800,16056,16207,16226,15947,15826,15850,15754,15208,15211,15229,15387,15493,15539,15465,15736,15853,15858,15629,15384,15376,15281,645,512,605,337,321,242,335,320,354,368,318,442,474,473,4.1,3.3,3.8,2.1,2,1.5,2.1,2,2.2,2.3,2,2.8,3,3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.30085099479718,0.201032376307909
2815,01461766,50019,1796347026,71471454,Orleans County,Vermont,50019,13434,13370,13510,13305,13115,13002,12997,12943,13212,13378,13181,13411,13599,13533,12481,12602,12669,12780,12639,12636,12536,12441,12735,12892,12735,12682,12877,12763,953,768,841,525,476,366,461,502,477,486,446,729,722,770,7.1,5.7,6.2,3.9,3.6,2.8,3.5,3.9,3.6,3.6,3.4,5.4,5.3,5.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.32859326616812,0.212506768656218
2816,01461767,50021,2408219235,38751950,Rutland County,Vermont,50021,30291,30029,30411,30231,30164,30019,29988,30734,31052,30963,30460,30148,30428,30506,29191,29180,29433,29520,29388,29420,29168,29899,30160,30039,29601,29235,29552,29597,1100,849,978,711,776,599,820,835,892,924,859,913,876,909,3.6,2.8,3.2,2.4,2.6,2,2.7,2.7,2.9,3,2.8,3,2.9,3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.87619534610845,0.272679364891685
2817,01461768,50023,1779432159,21173948,Washington County,Vermont,50023,34566,34324,34391,34304,34223,34066,34071,34517,34476,34538,34227,34134,34654,34548,33434,33458,33294,33623,33540,33539,33377,33848,33753,33780,33521,33295,33716,33586,1132,866,1097,681,683,527,694,669,723,758,706,839,938,962,3.3,2.5,3.2,2,2,1.5,2,1.9,2.1,2.2,2.1,2.5,2.7,2.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.26802010270354,0.202970505810693
2818,01461769,50025,2034457838,32920750,Windham County,Vermont,50025,21851,21880,21966,21896,21622,21545,21333,21821,22144,22301,22028,21808,22378,22371,21184,21360,21381,21414,21063,21150,20779,21278,21584,21686,21450,21205,21814,21733,667,520,585,482,559,395,554,543,560,615,578,603,564,638,3.1,2.4,2.7,2.2,2.6,1.8,2.6,2.5,2.5,2.8,2.6,2.8,2.5,2.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.39241851717995,0.228188950435961
2819,01461770,50027,2511196442,19360407,Windsor County,Vermont,50027,28758,28869,29017,28723,28465,28243,28104,28873,29049,29245,28495,28443,29240,29343,27978,28279,28376,28210,27859,27782,27478,28250,28418,28577,27915,27792,28609,28715,780,590,641,513,606,461,626,623,631,668,580,651,631,628,2.7,2,2.2,1.8,2.1,1.6,2.2,2.2,2.2,2.3,2,2.3,2.2,2.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.33284899401295,0.28199418371233
2820,01480091,51001,1163708393,2229277504,Accomack County,Virginia,51001,16188,16485,16471,16588,16553,16747,16605,17105,17272,17300,16601,16491,16224,16518,15409,15771,15683,15996,16055,16269,16122,16545,16711,16743,16079,15962,15582,15741,779,714,788,592,498,478,483,560,561,557,522,529,642,777,4.8,4.3,4.8,3.6,3,2.9,2.9,3.3,3.2,3.2,3.1,3.2,4,4.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.64478342905767,0.158879380826307
2821,01675170,51003,1866007829,14230114,Albemarle County,Virginia,51003,58622,59054,58100,57881,58238,58209,58797,56785,57765,58064,58002,57982,57204,57156,56991,57745,56585,56748,56983,56909,57444,55231,56162,56462,56554,56782,55701,55602,1631,1309,1515,1133,1255,1300,1353,1554,1603,1602,1448,1200,1503,1554,2.8,2.2,2.6,2,2.2,2.2,2.3,2.7,2.8,2.8,2.5,2.1,2.6,2.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.35365637943693,0.192922666154086
2822,01673675,51005,1156608818,8170515,Alleghany County,Virginia,51005,6960,6973,7015,6902,6858,6960,6915,6833,6798,6935,6918,6854,6953,7017,6652,6678,6685,6665,6635,6750,6697,6591,6553,6702,6708,6661,6695,6741,308,295,330,237,223,210,218,242,245,233,210,193,258,276,4.4,4.2,4.7,3.4,3.3,3,3.2,3.5,3.6,3.4,3,2.8,3.7,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.13202491205365,0.119137618323177
2823,01497770,51007,920379346,8188217,Amelia County,Virginia,51007,6298,6439,6417,6403,6382,6369,6295,6354,6432,6408,6265,6235,6197,6283,6073,6234,6187,6224,6210,6203,6129,6152,6215,6199,6077,6055,5973,6044,225,205,230,179,172,166,166,202,217,209,188,180,224,239,3.6,3.2,3.6,2.8,2.7,2.6,2.6,3.2,3.4,3.3,3,2.9,3.6,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.83741676228418,0.0944125753198073
2824,01480095,51009,1227554628,12898694,Amherst County,Virginia,51009,15134,15189,15124,15060,15164,15304,15185,15151,15201,15142,15054,15086,15126,15148,14553,14689,14587,14623,14733,14862,14732,14629,14642,14596,14586,14690,14629,14626,581,500,537,437,431,442,453,522,559,546,468,396,497,522,3.8,3.3,3.6,2.9,2.8,2.9,3,3.4,3.7,3.6,3.1,2.6,3.3,3.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.90360005446093,0.126570382234333
2825,01497238,51011,865622498,3219010,Appomattox County,Virginia,51011,7197,7253,7227,7190,7230,7291,7228,7222,7233,7229,7151,7162,7182,7226,6886,6974,6929,6960,7006,7071,6996,6959,6964,6955,6917,6963,6908,6940,311,279,298,230,224,220,232,263,269,274,234,199,274,286,4.3,3.8,4.1,3.2,3.1,3,3.2,3.6,3.7,3.8,3.3,2.8,3.8,4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.37767228905932,0.0883819443676894
2826,01480097,51013,67332991,273562,Arlington County,Virginia,51013,157076,158455,157319,156564,157073,157251,156199,156045,158146,156605,155416,154287,154788,153729,153664,155616,154118,154142,154441,154505,153388,152907,155069,153475,152528,151709,151611,150532,3412,2839,3201,2422,2632,2746,2811,3138,3077,3130,2888,2578,3177,3197,2.2,1.8,2,1.5,1.7,1.7,1.8,2,1.9,2,1.9,1.7,2.1,2.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,0.421619590916519,0.00701816634398036
2827,01480098,51015,2504708348,9537633,Augusta County,Virginia,51015,37462,38381,38242,38007,38025,38235,37889,37609,37924,37937,37583,37491,37397,37448,36383,37502,37251,37254,37200,37379,37041,36646,36970,36954,36678,36711,36392,36429,1079,879,991,753,825,856,848,963,954,983,905,780,1005,1019,2.9,2.3,2.6,2,2.2,2.2,2.2,2.6,2.5,2.6,2.4,2.1,2.7,2.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.17197696731604,0.258467178160197
2828,01673638,51017,1370626056,14039993,Bath County,Virginia,51017,2484,2530,2562,2515,2510,2552,2566,2571,2611,2641,2481,2409,2386,2447,2407,2459,2476,2459,2456,2497,2509,2505,2553,2581,2425,2360,2319,2373,77,71,86,56,54,55,57,66,58,60,56,49,67,74,3.1,2.8,3.4,2.2,2.2,2.2,2.2,2.6,2.2,2.3,2.3,2,2.8,3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.87369127066476,0.142142469222301
2829,01674818,51019,1968605128,42118517,Bedford County,Virginia,51019,38702,38830,38664,38503,38801,39086,38843,38719,38758,38661,38544,38628,38793,38764,37358,37702,37428,37530,37826,38069,37771,37541,37587,37483,37484,37701,37595,37534,1344,1128,1236,973,975,1017,1072,1178,1171,1178,1060,927,1198,1230,3.5,2.9,3.2,2.5,2.5,2.6,2.8,3,3,3,2.8,2.4,3.1,3.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.71379706515901,0.204385843795396
2830,01494613,51021,926311270,2547183,Bland County,Virginia,51021,2910,2912,2853,2882,2871,2856,2859,2803,2832,2851,2871,2862,2870,2877,2795,2818,2774,2793,2795,2790,2787,2728,2745,2767,2804,2799,2787,2787,115,94,79,89,76,66,72,75,87,84,67,63,83,90,4,3.2,2.8,3.1,2.6,2.3,2.5,2.7,3.1,2.9,2.3,2.2,2.9,3.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.85474577968625,0.0941936946319779
2831,01674418,51023,1401900525,12124670,Botetourt County,Virginia,51023,17538,17659,17571,17447,17528,17601,17551,17605,17613,17456,17462,17432,17483,17421,17007,17203,17070,17068,17121,17182,17117,17123,17159,16994,17049,17059,16998,16932,531,456,501,379,407,419,434,482,454,462,413,373,485,489,3,2.6,2.9,2.2,2.3,2.4,2.5,2.7,2.6,2.6,2.4,2.1,2.8,2.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.94593905189377,0.144190161768339
2832,01493961,51025,1466538259,8383474,Brunswick County,Virginia,51025,5997,6044,6034,5996,6007,6073,6025,6004,6120,6172,6029,6041,6075,6154,5679,5760,5720,5759,5759,5821,5769,5713,5833,5883,5766,5790,5750,5794,318,284,314,237,248,252,256,291,287,289,263,251,325,360,5.3,4.7,5.2,4,4.1,4.1,4.2,4.8,4.7,4.7,4.4,4.2,5.3,5.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.62091178114501,0.148858200124275
2833,01497431,51027,1302386904,2804451,Buchanan County,Virginia,51027,6772,6733,6808,6701,6644,6686,6638,6650,6780,6804,6755,6744,6867,6805,6222,6264,6272,6295,6272,6318,6249,6226,6327,6468,6443,6442,6490,6414,550,469,536,406,372,368,389,424,453,336,312,302,377,391,8.1,7,7.9,6.1,5.6,5.5,5.9,6.4,6.7,4.9,4.6,4.5,5.5,5.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.27348516858783,0.132585721535506
2834,01501502,51029,1501215438,9911855,Buckingham County,Virginia,51029,6597,6671,6577,6563,6541,6487,6543,6367,6493,6534,6482,6477,6398,6455,6253,6363,6243,6275,6294,6291,6335,6107,6208,6254,6225,6248,6099,6128,344,308,334,288,247,196,208,260,285,280,257,229,299,327,5.2,4.6,5.1,4.4,3.8,3,3.2,4.1,4.4,4.3,4,3.5,4.7,5.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.98070684979062,0.15412245509376
2835,01674917,51031,1303300941,8894442,Campbell County,Virginia,51031,26216,26275,26137,25970,26217,26423,26242,26159,26208,26090,26061,26148,26270,26212,25225,25419,25234,25277,25480,25680,25483,25292,25314,25220,25264,25438,25388,25314,991,856,903,693,737,743,759,867,894,870,797,710,882,898,3.8,3.3,3.5,2.7,2.8,2.8,2.9,3.3,3.4,3.3,3.1,2.7,3.4,3.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.07999608804833,0.133190724384809
2836,01480107,51033,1366502847,24928486,Caroline County,Virginia,51033,15503,15701,15597,15486,15478,15469,15344,15415,15569,15439,15281,15211,15259,15274,14926,15185,15041,15044,15044,15023,14904,14888,15041,14923,14823,14791,14740,14721,577,516,556,442,434,446,440,527,528,516,458,420,519,553,3.7,3.3,3.6,2.9,2.8,2.9,2.9,3.4,3.4,3.3,3,2.8,3.4,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.37622190168787,0.142775630111334
