Categories,Created,Description,Experience ID,Participant ID,Sources,Tag,Workshop,0,Categories-Access,Categories-Career,Categories-Compensation,Categories-Interactions,Categories-Learning,Categories-Life,Categories-Recognition,Categories-Respect,Categories-Skills,Sources-Customers,Sources-HR,Sources-Leadership,Sources-Manager,Sources-Peers,Sources-Policy,Sources-Reports
LearningGrowth,2/15/2021 11:11,"When I first started working for the boys and girls club, I had to use some skills that I never used for the members. It was like unlocking a new badge and it was very new to me. Each kid are different and they usually don't try to agree with assignments we put for them so I had to use my skills to find something in the middle for every member to be engaged.",1538,735,Peers,,8,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"AccessParticipation,SkillsUseAssignments,LearningGrowth,CompensationBenefits,CareerOpportunities,WorkLifeBalance,Recognition,Respect,WorkplaceInteractions",2/15/2021 11:15,I have so far had a great experience with working with BGC1!,1539,803,"Leadership,Peers",Positive experience,8,,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
Recognition,2/15/2021 11:11,Recognition  a little more always helps,1540,754,Leadership,,8,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"AccessParticipation,SkillsUseAssignments,LearningGrowth,Respect,WorkplaceInteractions",2/15/2021 11:11,"I was part of a discussion/training centered around leadership activities and development opportunities for young members and at the clubs. Staff were speaking from a context of characteristics that are ideal for those involved in the program for young men, and made some disappointing comments about ""manhood"" and ""gay-ness"". I am a gay male and quickly stood up to comment against those comments and that I am still a man at the end of every day. It makes me no less qualified or capable. Some of the participants in the discussion were shocked and hopefully understood my point of view.",1541,702,"Leadership,Peers",,8,,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
CompensationBenefits,2/15/2021 11:11,As a staff member for the last 5 years I get paid the least amount at my club and work the least amount of hours per day.,1542,767,"Leadership,DirectManager",,8,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Respect,2/15/2021 11:11,"Ideas were being rejected or discarded so many times, I could only deal with the individual by saying yes to everything even if there was a better solution to handle the issue at hand.",1545,781,"Leadership,DirectManager",,8,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Respect,2/15/2021 11:11,"When I first started I was the only one of my race, other employees made it really hard to fit in because of it.",1546,771,"Leadership,Peers,Customers",,8,,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"AccessParticipation,Respect,WorkplaceInteractions",2/15/2021 11:11,I at timesfeel that im a minority within the club being white and male. Therefore at times I feel resented because of the false perception of white privledge.,1547,769,Peers,,8,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"CompensationBenefits,Recognition",2/15/2021 11:11,"Feeling Excluded in being a part time  staff, but have been dedicated to my work found out that part time staff workers are not allowed to get health care benefits though the organization. This was very dishearten to those who work hard in their part time duties. This should be offered those to have the opportunity to have health care a provided but the organization or at least considered.",1548,766,HR,,8,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Respect,2/15/2021 11:18,My Team and I were excluded from meetings which discussed decisions that affected our work environment and how we do our jobs. It felt like our opinions and incite did not matter in this case. This forced us to be reactive and make adjustments on our own.,1549,741,Leadership,,8,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
AccessParticipation,2/15/2021 11:11,"I can not think of a personal experience where I was treated differently, but I am a new employee.",1550,730,Policy,,8,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WorkplaceInteractions,2/15/2021 11:11,I was excluded from receiving help that I explicitly asked for in correcting an error in communication by another department,1552,697,"HR,DirectManager",,8,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
AccessParticipation,2/15/2021 11:11,"I've had 4 great years at my club. No experience of Exclusion.  However, because of the distance of my club, I feel some resources and experiences in the Metro Altanta area are challenging for our kids to participate.",1553,732,Leadership,,8,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WorkplaceInteractions,2/15/2021 11:12,I've had an instance where I told my director that I was overwhelmed doing a task that was no longer in my job description. And he continued having me do the task.,1554,712,DirectManager,,8,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
AccessParticipation,2/15/2021 11:11,"One primary experience of exclusion that we are currently being faced with is club closure. I believe this was not a very well developed decision. I also believe the decision was without thoroughly and honestly accessing the needs of the community, the club culture and club climate with the community.",1556,765,Leadership,,8,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AccessParticipation,Other",2/15/2021 11:11,"As an organization, I think we should have a policy that at any work-related event where alcohol is served, we offer just as many non-alcoholic options (that aren't water).",1557,694,Policy,,8,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AccessParticipation,2/15/2021 11:12,Club level staff are seldom invited to the table yet alone asked what should be on the menu. It is determined for us what we should eat/be served.,1558,752,Leadership,,8,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CareerOpportunities,2/15/2021 11:12,Overlooked during hiring process because I didn't fit personality profile leadership was looking for. Was not based on talent or qualifications.,1559,763,Leadership,,8,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"WorkLifeBalance,Respect,WorkplaceInteractions",2/15/2021 11:12,"I witnessed someone exclude or downgrade the level of control part-time staff had in taking time off when needed. The executive director told the staff that they didn't have vacation and couldn't take time off and shouldn't take time off. She stated ""I have vacation, so I can take time off"". I felt that she showed no compassion for the needs of her subordinates.",1560,722,"Leadership,DirectManager,Peers",,8,,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
"SkillsUseAssignments,CompensationBenefits,Respect",2/15/2021 11:12,"The job listing posting the range of salary but in my offer, offering me the least amount and not giving a reason why I was offered the least amount or telling me if there are opportunities for me to move up in the organization as far as salary. How to? Also, I witnessed this happen to others in the organization recently. Someone who has been working in the organization for many years and job listing had a range for salary but she was not offered more than what she currently makes and leadership/hr didn't really explain why she didn't receive more money. If you don't want to pay the amount listed than don't list it, it's misleading. Or if there's opportunities to move up in salary say that in the job listing and give reasoning for the amount.",1562,795,"Leadership,HR",,8,,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
"AccessParticipation,Respect",2/15/2021 11:12,"Experience of feeling as though opinions, concerns or decisions were not valuable and acted upon even though they were requested.",1563,757,Leadership,,8,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CareerOpportunities,2/15/2021 11:12,When there were are no plans put in place to help with growth in the organization,1564,796,HR,,8,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Recognition,2/15/2021 11:12,"Was faced with an impossible financial goal that was not placed on any other club. Not only did I reach the goal, but surpassed it by $30,000.00 in less time than given. No true recognition; only in passive recognition.",1565,745,Leadership,,8,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Respect,2/15/2021 11:12,Our current schedule allows for limited regular programming time. I take time (sometimes personal time) to plan daily activities. Or even allow freetime based on the day's events. Recently someone from headquarters showed up without calling ahead and started an activity without asking if I had anything planned. It was a fun activity for the kids but/and it showed a lack of respect for me professionally.,1566,799,Leadership,,8,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"AccessParticipation,SkillsUseAssignments,Recognition,Respect",2/15/2021 11:15,"We are called ‚""STAFF"", even specifically from the director ‚""my staff"". That trickles down to the students we serve and they see us as less than the full time employees with no real power and therefore the respect dwindles.
I also feel like as teaching artists our skills and use of time is not being utilized fully.  When I needed to adjust my schedule so that I could teach at other organizations since I am only part time or even use my artistic skills for other gigs they asked me to resign instead of working with me as an artist. I was hired as an artist at an arts club so why is the flexibility for scheduling so difficult specifically when I am only ‚Äúteaching my skill‚Äù from 5-6:30pm within this organization.",1568,700,"Leadership,DirectManager",,8,,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
CompensationBenefits,2/15/2021 11:13,Adding paid sick days to my benefits.,1569,794,HR,,8,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CompensationBenefits,Recognition,Respect",2/15/2021 11:13,"I was told I would never receive any sort of rewards or recognition because of who I report to and they didn't want it to seem like favoritism, but it makes me feel undervalued despite going above and beyond in my role.",1571,696,Policy,,8,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"Recognition,Respect,WorkplaceInteractions",2/15/2021 11:13,"I had an experience where I got sent home early for removing a kid from my activity space. The reason I was upset with this is because that whole month I witnessed everyone else do the same. To this day I still don't know why I was sent home for this act, and I truly believe that it only hinders the organization because the kids witnessed my solution to the situation be completely disregarded. How they look at me was tarnished and it wasn't the first time it happened. Whenever I'm having trouble with a kid, my directors or supervisors are so unclear on what they want from me. One moment they say write them up, then the next, they say don't write them up. One moment they say send them out, and the next moment they are upset with me for sending them out. The fact that the kids are so observant doesn't help, because they feel empowered to do whatever they want and get away with it; and they do.",1572,725,"DirectManager,Peers",,8,,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
"AccessParticipation,SkillsUseAssignments,WorkplaceInteractions",2/15/2021 11:14,I am at a loss at embracing the young ones that we support a feeling of inclusion and at the same time helping them grow. How do we know that a young girl declaring that she now wants to be a boy is not a cry for help due to issues with dealing with her femininity. Peers response to this seem varied so its hard for me to honestly express my concern,1573,731,Peers,,8,,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CompensationBenefits,2/15/2021 11:24,The company has a workforce of mainly part-time staff. Many persons felt excluded on not being paid for sick days. Why could we not build the hours up on your days of attending work?,1574,764,Policy,,8,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"SkillsUseAssignments,Respect",2/15/2021 11:14,"Not being allowed adequate time to complete one assignment before being asked to complete other assignments and being told I need to learn how to multi-task which I feel after 40+ years in the administrative field, I have experience with multi-tasking and prioritizing.  I felt insulted.",1575,762,DirectManager,,8,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Respect,WorkplaceInteractions",2/15/2021 11:14,Senior leadership generally did not interact with club staff. Information was funneled from SLT members instead of getting it from the source.,1576,753,Leadership,,8,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"SkillsUseAssignments,CompensationBenefits,Respect",2/15/2021 11:34,"Micromanaged through assigned tasks and projects. Felt as though my skills were being utilized but not appreciated. Compensation does not seem to relate to work load and longevity of certain staff members. Biased work expectations for more experienced team members, but with limited time and resources.",1577,724,"Leadership,HR,DirectManager",,8,,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0
"Respect,WorkplaceInteractions",2/15/2021 11:14,"In terms of workplace interactions, the source is not necessarily customers but the children of the customers, who are attending the Boys & Girls Club after-school program. 
It seems that this is normal though since the youth who are attending are not familiar with me, but in time, I feel this can be improved, since we are building rapport with each other each week. 
Many comments I hear are, ""You are not ""so & so, which is why people are not listening to you.""",1578,761,Customers,,8,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
CareerOpportunities,2/15/2021 11:14,I've witnessed and experienced exclusion in the past when some positions become available. The positions where not made available to everyone in the organization but individuals where handpicked for certain openings.,1579,722,"Leadership,HR",,8,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Recognition,2/15/2021 11:14,I've seen our past director over look my manager / teen director after completing a great event / task.,1580,763,Leadership,,8,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"AccessParticipation,Respect,WorkplaceInteractions",2/15/2021 11:14,"I was excluded from the decision to re-hire an employee (one of my reports) who walked off the job with no notice. The employee made several accusations which were confirmed to be false but I was blamed for her bad experience and she was begged to return, only to walk off the job again 4 days later.",1581,697,"HR,DirectManager",,8,,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
CareerOpportunities,2/15/2021 11:15,People were placed in positions based off of relationships. There was no real interview process. The color of your skin dictated if you were able to climb up the ladder or not. Regardless of skill and ability.,1582,752,HR,,8,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SkillsUseAssignments,CareerOpportunities,Recognition,Respect,WorkplaceInteractions",2/15/2021 11:15,"My work is often performed quietly in the background, and my team seems to discount that work because they can't see it all the time. They often act like my work doesn't matter or is a nuisance they have to deal with rather than a tool they can utilize.",1583,698,"Leadership,DirectManager,Peers",,8,,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0
CareerOpportunities,2/15/2021 11:15,I was overlooked with a job opportunity that I felt like I should have been acknowledge for or at least giving a chance,1584,800,Leadership,,8,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CompensationBenefits,2/15/2021 11:15,Some employees I know experienced exclusion when it came to receiving the different types of uniforms and gifts.,1585,730,"Leadership,DirectManager",,8,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"AccessParticipation,CompensationBenefits",2/15/2021 11:28,Me personally Think that it's not enough benefits especially during an pandemic everyone are risking their lives through i think that we as workers are under appreciated.,1672,703,HR,,8,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LearningGrowth,2/15/2021 11:16,Some of my leadership staff don't seem their voices are being heard. It seems like one of leadership staff is on a team alone and the other people are more of a team.,1588,782,Leadership,,8,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SkillsUseAssignments,CareerOpportunities",2/15/2021 11:15,I applied for another job within the organization (at the time I'd only been working at the org for a few months) but felt like according to the job listing I felt qualified and expressed in my cover letter more detail why/how. I was told due to not being at the org for x amount of time I could not be considered and lack of training. I wish that had been communicated when the job posting was sent to org employees and they list specific training for employees to qualify for positions.,1589,795,"Policy,HR",,8,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Respect,2/15/2021 11:16,"My team has a very familial culture which can invite comments that come across as unprofessional. Within the first couple weeks of being hired, I was given a pet name that quickly normalized. This, in combination with comments about my age, has made me feel like my peers do not take me or my work seriously. I take a lot of pride in being smart, so for that to be perceivably overlooked has led to feelings of anger/exclusion.",1591,644,Peers,,8,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Respect,2/15/2021 11:16,"There are times I feel put on the spot for being white. I feel like I have to defend myself, how I got here and my position.",1593,760,Peers,,8,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"AccessParticipation,CompensationBenefits,CareerOpportunities",2/15/2021 11:16,I feel that the part time are very unappreciated and never get included in any thing important within the organization and are not treated equal as the full time and the support team staff.,1594,749,"Policy,Leadership,HR",,8,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
AccessParticipation,2/15/2021 11:16,"Apparently privileged & blessed...no exclusion experie
nce jumps to mind",1595,758,Policy,,8,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CompensationBenefits,2/15/2021 11:16,There is no clear path on moving up or making more money working in the club. It's hard to understand the path as a part time staff member.,1596,763,Leadership,,8,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"AccessParticipation,Respect",2/15/2021 11:16,My specific club closed where I worked and there was no discussion around options with management or HR.,1597,779,"Leadership,DirectManager",,8,,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
LearningGrowth,2/15/2021 11:16,"If you do apply for a promotion or other opportunity, and do not receive the position, the feedback is often ""we value you where you are"". How can growth happen in an organization if you are expected to stay stagnant?",1599,695,"Leadership,HR",,8,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"AccessParticipation,SkillsUseAssignments,LearningGrowth,CompensationBenefits,CareerOpportunities,WorkLifeBalance,Recognition,Respect,WorkplaceInteractions,Other",2/15/2021 11:18,dom't have a desire to share due to moveing forward as a staff member at this time. All is very well at this time.,1601,802,Policy,,8,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
"AccessParticipation,SkillsUseAssignments,WorkplaceInteractions",2/15/2021 11:17,"I was repeatedly excluded from meetings about a project that the organization had been led to believe that I was spearheading. In reality, others were having meetings and making decisions without my knowledge and continued to do so after it was brought to their attention and I asked to be included.",1602,697,"Leadership,Peers",,8,,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"LearningGrowth,Recognition",2/15/2021 11:17,Some barriers that i have faced are balancing my work life my school life and my personal life having to choose between alot of important things is very hard along with not really being able to afford the cost of living,1603,703,HR,,8,,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Respect,WorkplaceInteractions",2/15/2021 11:17,"I witnessed my supervisor exclude another director in the process of hiring. Not ask him his input. Similarly, she does this with staff as well (part time and full time).",1604,795,DirectManager,,8,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Recognition,2/15/2021 11:17,When I'm told that my evaluation can never be a 5 in any of the categories because we all have things in each category that we can improve in.,1606,796,DirectManager,,8,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Respect,2/15/2021 11:17,Age shouldn't play a factor with younger and older,1608,785,"Leadership,Peers",,8,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
WorkplaceInteractions,2/15/2021 11:17,Create a space that promotes positivity from the entry door throughout the club,1609,754,Leadership,,8,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SkillsUseAssignments,Respect",2/15/2021 11:17,"I have extensive experience working with new partnerships and maintaining them, but was not used as a viable source of information when opening new clubs.",1611,753,Leadership,,8,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Respect,2/15/2021 11:18,"My spouse was hired at a local club for a position that I held for 3 years. He was in his role for just 3 months before being unjustly terminated by a new Exec despite having positive reviews from his former supervisor and peers. His termination happened while I was on maternity leave from my role as a site director at another club and this situation took a huge toll on my recovery and mental stability, so much so that I had to seek counseling. No one from HR or leadership listened to my spouses concerns regarding the unfair treatment of his new Exec before he was terminated and gossip spread throughout the organization regarding the situation. Nor did anyone reach out to me to see how I was coping despite being with the organization for nearly 7 years and having a great performance reputation.",1612,709,"Leadership,HR",,8,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
CompensationBenefits,2/15/2021 11:18,If feel like I'm under paid. I believe if the organization want to keep it's good employees they would pay them better.,1613,771,"Leadership,HR",,8,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
WorkplaceInteractions,2/15/2021 11:18,"I have never noticed my whiteness more than I have here.  That's likely privilege, but it's also something I've noticed.",1614,760,Peers,,8,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Respect,2/15/2021 11:18,"Input and voice not recognized because I am a more creative thinker.  At the time, my boss was a more analytical thinker and had a very difficult time processing my ideas. However, when those same ideas came from a male counterpart it was better received.",1615,745,Leadership,,8,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Respect,2/15/2021 11:18,"My most recent issues have been during the Covid pandemic.  Everyone does not have the same idea of what is safe and what is not safe.  So, they choose their own way to be safe, not realizing or caring to realize that their unwillingness to follow safety measures at all times effects my safety and others.  I have been treated like an outcast out for speaking up when I don't feel safe and pointing out when others aren't practicing safety measures.",1616,805,Policy,,8,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CompensationBenefits,2/15/2021 11:18,"I have been with the company over a year, we have new staff that were recently hired and are making more than me. I already have the educational background that many of the new staff lack. I don't understand why i am not being paid fairly.",1618,728,DirectManager,,8,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SkillsUseAssignments,2/15/2021 11:18,When I want to use a skill that I have to create a new program and I'm told that that skill would not work in the type of environment we work in.,1620,796,DirectManager,,8,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"AccessParticipation,LearningGrowth",2/15/2021 11:18,Decisions (major) were made for my department and input was solicited from peers buy-in after most of us felt the decision was final. For me I felt it was a formality to ask our opinion but there was no intention of using our input.,1621,797,"DirectManager,Peers",,8,,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"AccessParticipation,Respect",2/15/2021 11:19,"If you do not become friends or close acquaintances with people who are favored in the organization, it is likely that your club will not receive experiences that others do. While I understand the importance of relationships and networking, there is a consistent group of clubs that gain opportunities when the mission is to serve ALL kids. We should not be favoring clubs for the staff that work there but rather for the kids we serve as it is unfair and not true to our mission.",1622,695,"Leadership,Peers",,8,,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
WorkplaceInteractions,2/15/2021 11:24,"Individuals tend to communicate with Program Director or Teen Director first about various things concerning the club and the Executive Director receives an update about the discussions afterwards due to the Directors informing the Exec of conversation or e-mail themselves.

The Exec has placed procedures in place when it comes to communication but is overlooked from time to time.",1623,781,"Leadership,DirectManager,Peers",,8,,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
"AccessParticipation,Other",2/15/2021 11:19,I would like to see more support from leadership. I think they should visit clubs more often and give support to the club staff. Since covid we have not been checked on to see how things can be approved.,1624,763,Leadership,,8,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AccessParticipation,CompensationBenefits",2/15/2021 11:19,the part time staff are very under paid with all the work that we do feel like the organization thinks or feels the the current pay is enough for the job given but has never asked the staff was the pay reasonable feel like the part time staff never get a say so when it come to most thing in the organization,1625,749,"Policy,Leadership,HR",,8,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
SkillsUseAssignments,2/15/2021 11:19,"As an educational professional for over 20 years within school systems and higher education, I knew I could provide my educational experiences with the Boys & Girls Club of Metro Atlanta when I started. I extended my experiences by offering to help the leadership team in any way to provide tools and resources in promoting Emotional and Social Well-Being. I did an Impact Statement on this issue.  I mentioned it to someone on the leadership team and needless to say, there was not an ongoing follow-up. That was disappointing to say the least.",1626,765,Leadership,,8,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CompensationBenefits,2/15/2021 11:19,"I did have a moment of exclusion by HR 
(Pay Roll) after moving from one Club to another during the implementation of a raise that was never put in for several months and was not resolved for months and after bringing it to Pay Rolls attention the Retro Pay was handled very slowly with zero concern for me as an employee which went on for several more months during the Christmas Holiday causing a horrible Christmas for my children...",1627,792,HR,,8,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Respect,WorkplaceInteractions",2/15/2021 11:19,"I've had a direct manager discard my feelings in many cases, whether I didn‚'t feel safe, or I was uncomfortable. It didn‚'t matter to him, I had to get the job done.",1628,712,DirectManager,,8,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
WorkplaceInteractions,2/15/2021 11:19,"My peers/coworkers were have a conversation about current events and had very opinionated comments criticizing Republican party candidates. As a Republican I felt uncomfortable sharing my political opinions for fear of being criticized. I am positive my peers did not intentionally want to make anyone feel excluded or uncomfortable, but I did. They were also unaware of my political standing.",1629,806,Peers,,8,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LearningGrowth,2/15/2021 11:20,"I feel like some staff are given different opportunities than others because of ""friendships"" that have been built.",1630,728,DirectManager,,8,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"CompensationBenefits,Recognition,Respect",2/15/2021 11:20,"With this pandemic leadership has made me feel as  working in this pandemic is a luxury. We act as these kids teachers,parents, and sometimes counselors. Other people in offices are at home, while we are in front lines not receiving zero hazard pay. We have families to maintain and come home to and we must be compensated for our hard work.",1631,748,Leadership,,8,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
WorkLifeBalance,2/15/2021 11:20,"There is little consideration for club staff's work-life balance. Historically, The operational hours of the club is 2-8 pm. With full time expected to report by 12 pm. Meetings/emails are sent/scheduled for 9 and 10 am. Work day ends for front line staff at 8 pm or later, regardless of how early their work day starts.",1632,752,Policy,,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SkillsUseAssignments,2/15/2021 11:21,When I want to explore a new opportunity for the youth and I am told that it would take too much leg work and time.,1633,796,DirectManager,,8,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CareerOpportunities,2/15/2021 11:21,It feels like the organization doesn't want its part time staff to go full time.,1634,767,"Policy,Leadership,HR",,8,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
CompensationBenefits,2/15/2021 11:21,"I did have a moment of exclusion by HR 
(Pay Roll) after moving from one Club to another during the implementation of a raise that was never put in for several months and was not resolved for months and after bringing it to Pay Rolls attention the Retro Pay was handled very slowly with zero concern for me as an employee which went on for several more months during the Christmas Holiday causing a horrible Christmas for my children...",1635,792,HR,,8,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Other,2/15/2021 11:21,"I've never felt comfortable at my jobs wearing my natural hair, as everyone around me treated it like a touching free for all",1636,701,Peers,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Recognition,Respect",2/15/2021 11:21,"I have been with the club for almost 2 years and I have yet to receive an 3, 6, 9 month or 1 yr evaluation",1637,726,"Leadership,HR,DirectManager",,8,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
SkillsUseAssignments,2/15/2021 11:21,I feel like the part time staff are just handed things to do as if we have no choice but to do it and we don't get a explanation on why we have to complete them.,1638,749,Leadership,,8,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"WorkLifeBalance,Respect",2/15/2021 11:21,"I have experienced direct malicious behavior from my supervisor by her saying rude things about me (that are not true) to my direct reports which have gotten back to me. However, my supervisor has made it very clear time and time again that if I say anything to anyone it always gets back to her. Therefore, I have a fear of my workplace to a point where I do not enjoy going into work and have been going to therapy as it has caused severe anxiety in me. HR has a close relationship with her so I do not feel comfortable going to them as well as her supervisor.",1639,695,"Leadership,HR,DirectManager",,8,,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
"AccessParticipation,LearningGrowth,WorkplaceInteractions",2/15/2021 11:22,All part time employees are not invited to All Staff Meetings with the organization,1640,779,"Policy,Leadership",,8,,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"SkillsUseAssignments,LearningGrowth,CareerOpportunities,WorkLifeBalance",2/15/2021 11:24,"Although the opportunity to improve in the field of information technology (IT) has been granted to me, and can also lead to more advancement within the Boys & Girls Club, there have not been many opportunities while physically in the workplace to familiarize myself with skills I need to develop to benefit the company.",1641,761,Policy,,8,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
SkillsUseAssignments,2/15/2021 11:22,"My male co-workers often take the more challenging tasks im given because ""its a mans job""",1642,788,Peers,,8,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"WorkLifeBalance,Respect",2/15/2021 11:30,I wish that more people were aware of other religions and that important meetings and weren't planned on my holidays.,1643,760,Peers,,8,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
WorkplaceInteractions,2/15/2021 11:22,I usually don't have any workplace interactions unless we are all in a meeting or have to do something for the club. I like to interact with the members but I think I need to improve with my interaction with the workplace.,1644,735,Peers,,8,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Recognition,Respect",2/15/2021 11:22,"Recognition
Oftentimes when one staff member calls off it requires that we all pitch in as a team to cover in that staff member's absence. I have been told on several occasions to (in so many words) not do as much as I do to help out.  It makes me feel inadequate and not as if I am apart of the team.  I know at the time, that help is needed and why when I cover and fill in, I was made to feel as if I was doing something wrong or if the service I provided was not needed when in fact it was.",1645,762,DirectManager,,8,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
WorkplaceInteractions,2/15/2021 11:23,"Not enforcing proper wearing of masks and social distancing between staff and members, and refusing to enforce the policies has made me feel unsafe at work.",1646,805,Leadership,,8,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CompensationBenefits,CareerOpportunities",2/15/2021 11:23,"I do not feel I am discriminated against specifically. However, I do notice that the club staff is predominantly black but the top earners and leaders in the corporate office have traditionally/historically been black. That seems to be changing now, but I do feel underpaid. Also, corporate boards are not as diverse as they should be.",1647,770,Leadership,,8,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"CompensationBenefits,Respect,WorkplaceInteractions",2/15/2021 11:23,"I've witnessed my director have another highly pregnant staff member drive the bus route even after being told not to by downtown. She would be often sick and tired, and would be burned out even more because of being on bus duty.",1648,712,"Leadership,DirectManager",,8,,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
